Unnamed: 0,name_x,summary,date,platform,score,url,userscore,ID,developer,publisher,popular_tags,game_details,genre,appid
291,Magicka,"Magicka is an action-adventure game set in a rich fantasy world based on Norse mythology. The player assumes the role of a wizard from a sacred order tasked with the ultimate goal of stopping an evil sorcerer who has thrown the world into turmoil, his evil creations besieging the forces of good.",2011-01-25,PC,74,/game/pc/magicka,7.6,magicka,Arrowhead Game Studios,"Paradox Interactive,Paradox Interactive","Comedy,Co-op,Action,Fantasy,Online Co-Op,Multiplayer,RPG,Magic,Adventure,Funny,Local Co-Op,4 Player Local,Indie,Local Multiplayer,Difficult,Singleplayer,Masterpiece,Team-Based,Action RPG,Arcade","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,RPG",42910
292,Street Fighter V,"Birdie and Charlie Nash make their return to the Street Fighter universe, where they join classic characters like Ryu, Chun-Li, Cammy, and M. Bison. Many more new and returning characters will be added to the diverse roster, offering a wide variety of fighting styles for players to choose from. New Strategies and Battle Mechanics: Highly accessible new battle mechanics, which revolve around the V-Gauge and EX Gauge, provide a new layer of strategy and depth to the franchise that all players can enjoy. V-Trigger: Unique abilities that use the entire V-Gauge, giving players the opportunity to inflict damage when activated. V-Skill: Utility skills (such as evasion) for each character that can be activated at any time. V-Reversal: Unique counterattacks that use one stock of the V-Gauge. Critical Arts: Ultimate attacks that use the entire EX Gauge. For the first time in franchise history, the online community is unified into a single player pool, allowing for even more rivalries to be born. [Playstation.com]",2016-02-16,PC,74,/game/pc/street-fighter-v,3.2,streetfighterv,Capcom,"Capcom,Capcom","Fighting,Multiplayer,2D Fighter,Competitive,Arcade,Action,Local Multiplayer,e-sports,2.5D,Anime,Great Soundtrack,Controller,Singleplayer,Early Access,Classic,2D,Female Protagonist,Nudity,Memes,Funny","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards",Action,310950
293,Dawn of Man,"Command a settlement of ancient humans, guide them through the ages in their struggle for survival. Hunt, gather, craft tools, fight, research new techs and face the challenges the environment will throw at you.",2019-03-01,PC,74,/game/pc/dawn-of-man,7.4,dawnofman,Madruga Works,"Madruga Works,Madruga Works","City Builder,Strategy,Survival,Simulation,Sandbox,Indie,Choices Matter,Economy,Historical,Singleplayer,Casual,Destruction,Open World,Story Rich,Multiplayer,RTS,Political,Rogue-like,Politics,Nudity","Single-player,Steam Achievements,Steam Workshop","Indie,Simulation,Strategy",858810
294,IL-2 Sturmovik: Battle of Stalingrad,IL-2 Sturmovik: Battle of Stalingrad is the continuation of the legendary IL-2 Sturmovik series that has set the standard for PC combat flight games for more than ten years. This new entry into the series offers virtual pilots an even more accurate simulation of the most famous air battles of World War II.,2014-08-14,PC,74,/game/pc/il-2-sturmovik-battle-of-stalingrad,6.1,il2sturmovikbattleofstalingrad,"1C Game Studios,777 Studios","1C Game Studios,1C Game Studios","Simulation,Flight,World War II,Realistic,Historical,Action,Multiplayer,War,Masterpiece,Singleplayer,TrackIR,VR,Atmospheric,Tanks,Military,First-Person,FPS,Open World,Shooter,Massively Multiplayer","Single-player,Multi-player,Co-op,Steam Trading Cards,Partial Controller Support,Includes level editor","Action,Simulation",307960
295,Distance,"Distance is an atmospheric racing platformer. Fusing futuristic arcade racing with parkour, survive a deadly, mysterious, neon-drenched city by jumping, rotating, and flying.",2018-09-18,PC,74,/game/pc/distance,8.0,distance,Refract,"Refract,Refract","Racing,Great Soundtrack,Futuristic,Multiplayer,Level Editor,Indie,Action,Singleplayer,Atmospheric,Fast-Paced,Cyberpunk,Local Multiplayer,Arcade,Survival,Sci-fi,Split Screen,Early Access,Platformer,4 Player Local,Adventure","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Action,Indie,Racing",233610
296,Call of Duty: Black Ops II,"Black Ops 2's multiplayer unveils a new Create-a-Class, introducing players to a new ""pick-10"" allocation system that allows for a combination of any ten items, making almost anything possible. The new Score Streak system rewards players who play to the objective and help their team win. League Play, CODcasting and Live Streaming combine to make Call of Duty more enjoyable to watch by providing players with the tools to commentate games and broadcast those games to the world.",2012-11-12,PC,74,/game/pc/call-of-duty-black-ops-ii,4.8,callofdutyblackopsii,Treyarch,"Activision,Activision","Action,Multiplayer,FPS,Shooter,First-Person,Singleplayer,Co-op,War,Online Co-Op,Team-Based,Futuristic,Survival,Controller,Tactical,Adventure,Great Soundtrack,Sci-fi,Massively Multiplayer,Atmospheric,Horror","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards",Action,202970
297,Arma 3,"Tensions rise as NATO peacekeeping forces begin to leave The Republic of Altis: a strategic fault-line between crumbling European influence and a powerful, resurgent East. But when a key radar facility drops off the grid, a Mediterranean flashpoint risks escalating into global conflict.",2013-03-05,PC,74,/game/pc/arma-3,7.6,arma3,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Military,Simulation,Multiplayer,Realistic,Open World,Tactical,FPS,War,Action,Strategy,Sandbox,Shooter,Co-op,Moddable,Online Co-Op,Team-Based,Third-Person Shooter,First-Person,Singleplayer,TrackIR","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy",107410
298,Neverwinter,"Once a bustling location, Neverwinter has faced a great many disasters in the past hundred years. Rule of the city remains unclear following the unfortunate demise of the last Lord of Neverwinter and factions still battle for dominance after the all-consuming Spellplague took a high toll on the population. Even Neverwinter’s dead are beginning to rise from their graves and march upon the city they once called home.",2013-06-20,PC,74,/game/pc/neverwinter,5.3,neverwinter,Cryptic Studios,"Perfect World Entertainment,Perfect World Entertainment","Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Action,Fantasy,Open World,Character Customization,Co-op,Dungeons & Dragons,Dragons,PvP,Third Person,Action RPG,PvE,Atmospheric,Hack and Slash,Zombies","Multi-player,MMO,Co-op,Steam Trading Cards,In-App Purchases,Includes level editor","Adventure,Free to Play,Massively Multiplayer,RPG",109600
299,Forts,,2017-04-19,PC,74,/game/pc/forts,8.5,forts,EarthWork Games,"EarthWork Games,EarthWork Games","Strategy,Base Building,Action,Multiplayer,RTS,Physics,Building,Singleplayer,Co-op,2D,Destruction,Sandbox,Indie,Resource Management,War,Tactical,Military,Tower Defense,Funny,Free to Play","Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Workshop,Steam Leaderboards,Includes level editor","Action,Strategy",410900
300,Far Cry New Dawn,"Seventeen years after a nuclear doomsday, Hope County, Montana, has changed in unexpected ways. Nuclear winter has given way to a ""superbloom,"" creating a lush, colourful landscape that survivors have begun to re-populate with makeshift buildings. It's a lawless frontier where people are struggling to get by - and you'll be able to experience it all with a friend in co-op, or on your own as a lone gunslinger. After living through the apocalypse, the survivors in Hope County now face a new threat: the nihilistic Highwaymen, vicious scavengers intent on bleeding the county dry. When the survivors put out a call for help to combat this deadly threat, you are quickly thrust into the middle of a new battle for the future of Hope County. Since the nuclear apocalypse, survivors have been piecing their shelter, tools, and weapons together from the broken remnants of the old world. The results may look ramshackle, but they'll keep you alive in a fight. Your Homebase will let you construct powerful weapons and vehicles, giving you more options than ever for explosive, over-the-top action. When anything and everything can happen, it is never too much to have someone watching your back. Whether it's Hurk, a boar, or whoever you want, you can recruit an eclectic cast of Guns and Fangs for Hire to fight by your side. You can even play with a friend in co-op.",2019-02-15,PC,73,/game/pc/far-cry-new-dawn,4.3,farcrynewdawn,"Ubisoft Montreal,Ubisoft Kiev,Ubisoft Shanghai","Ubisoft,Ubisoft","Open World,FPS,Action,Post-apocalyptic,First-Person,Shooter,Adventure,Multiplayer,Co-op,Online Co-Op,Singleplayer,Stealth,Story Rich,Female Protagonist,Sandbox,RPG,Survival,Action RPG,Casual,Psychological Horror","Single-player,Online Co-op,Partial Controller Support","Action,Adventure",939960
301,Black Desert Online,"Black Desert is a large scale of sandbox oriented MMORPG that provides you a variety of unique experiences with spectacular action and battle, strategy-based castle siege, sophisticated simulation contents such as trade, NPC-hiring and real estate management.",2016-03-03,PC,73,/game/pc/black-desert-online,6.8,blackdesertonline,Pearl Abyss,"Kakao Games Europe B.V.,Kakao Games Europe B.V.","MMORPG,Massively Multiplayer,Open World,RPG,Fantasy,Character Customization,Adventure,PvP,Action,Multiplayer,Sandbox,Third Person,Nudity,Hack and Slash,Co-op,Fishing,Violent,Female Protagonist,Strategy,Simulation","Online Multi-Player,MMO,Online Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",-1
302,Farming Simulator 19,"The multimillion-selling franchise takes a giant leap forward for 2018 -- the ultimate farming simulation returns this year with a complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the deepest and most complete farming experience ever!

Farming Simulator 19 takes the biggest step forward yet with the franchise's most extensive vehicle roster ever! You'll take control of vehicles and machines faithfully recreated from all the leading brands in the industry, including for the first time John Deere, the largest agriculture machinery company in the world, Case IH, New Holland, Challenger, Fendt, Massey Ferguson, Valtra, Krone, Deutz-Fahr and many more.

Farming Simulator 19 will feature new American and European environments in which to develop and expand your farm and will introduce many exciting new farming activities, including new machinery and crops with cotton and oat! Tend to your livestock of pigs, cows, sheep, and chickens -- or ride your horse for the first time, letting you explore in a brand-new way the vast land around your farm.",2018-11-19,PC,73,/game/pc/farming-simulator-19,6.5,farmingsimulator19,Giants Software,"Focus Home Interactive,Focus Home Interactive","Simulation,Agriculture,Multiplayer,Realistic,Singleplayer,Driving,Open World,Management,Resource Management,Moddable,Co-op,Relaxing,First-Person,Online Co-Op,Atmospheric,Family Friendly,Strategy,Economy,Casual,Adventure","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Simulation,787860
303,Dead or Alive 6,"DEAD OR ALIVE 6 is a fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring graphics and multi-tiered stages that create a truly entertaining competitive experience. The story follows the events of DEAD OR ALIVE 5, focusing on 2 separate main narratives; namely, the battle between “Ninja and DOATEC” versus “M.I.S.T. lead by Donovan”, and the events that occur during the 6th DEAD OR ALIVE Tournament. New side story episodes will also be added for returning characters. Following the tradition, fights in DEAD OR ALIVE 6 are based on a triangle system: strikes beat throws, throws beat holds, and holds beat strikes. Landing a well-timed attack of the type that beats your opponent’s attack, like landing a strike when an opponent tries to throw, will result in a Hi Counter attack and do more damage.",2019-03-01,PC,73,/game/pc/dead-or-alive-6,8.7,deadoralive6,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.,KOEI TECMO GAMES CO., LTD.","Fighting,Sexual Content,Action,Female Protagonist,Nudity,Violent,Multiplayer,Competitive,Ninja,Anime,Mature,Singleplayer,Gore,Free to Play,Great Soundtrack,Beat 'em up,Arcade","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud,Steam Leaderboards",Action,838380
304,Steel Division 2,Steel Division 2 is a historically-accurate WW2 real-time strategy game set on the Eastern Front. Features 1:1-scale turn-based army management and real-time tactical battles with thousands of men at your order.,2019-06-20,PC,73,/game/pc/steel-division-2,7.2,steeldivision2,Eugen Systems,"Eugen Systems,Eugen Systems","Strategy,World War II,RTS,Indie,War,Military,Historical,Multiplayer,Tactical,Singleplayer,Realistic,Co-op,Action,Simulation,Moddable,Real-Time with Pause,Turn-Based Strategy,Replay Value","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Workshop,Steam Cloud","Indie,Strategy",919640
305,My Time At Portia,"Start a new life in the enchanting town of Portia! Restore your Pa's neglected workshop to its former glory, grow crops, raise animals, befriend the towns quirky inhabitants and uncover the mysteries this charming post-apocalyptic land has forgotten!",2019-01-15,PC,73,/game/pc/my-time-at-portia,6.9,mytimeatportia,Pathea Games,"Team17 Digital Ltd,Team17 Digital Ltd","Open World,Crafting,RPG,Simulation,Agriculture,Singleplayer,Casual,Sandbox,Building,Adventure,Mining,Relaxing,Exploration,Indie,Cartoony,Survival,Female Protagonist,Early Access,Post-apocalyptic,Controller","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie,RPG,Simulation",666140
306,RAGE 2,"Dive headfirst into a dystopian world devoid of society, law, and order. RAGE 2 brings together two studio powerhouses Avalanche Studios, masters of open world insanity, and id Software, the gods of the first-person shooter to deliver a carnival of carnage where you can go anywhere, shoot anything, and explode everything.

THE LAST RANGER
Bring the pain using a collection of upgradable weapons, devastating Nanotrite powers, and Overdrive, the ability to push your guns beyond their mechanical limits.

PEDAL TO THE METAL
From monster trucks to gyrocopters, use an assortment of rugged and wasteland-ready vehicles to speed across the badlands. If you see it, you can drive it.

FACTIONS & FOES
Fight against ferocious factions for control of the wasteland, each featuring a rogue's gallery of madmen, mutants, and monsters hungry for blood.

THE WASTELAND AWAITS
Seamlessly traverse a vast and varied landscape, from lush jungles and treacherous swamps to sun-scorched deserts in your pursuit of The Authority. The wasteland is massive, and you've got the arsenal to fight for every inch.",2019-05-13,PC,73,/game/pc/rage-2,5.5,rage2,"id Software,Avalanche Studios","Bethesda Softworks,Bethesda Softworks","Action,FPS,Open World,Post-apocalyptic,Gore,Singleplayer,Shooter,Violent,First-Person,Blood,Multiplayer,Funny,Exploration,Sci-fi,Adventure,Racing,Cyberpunk,Sandbox,Co-op,Nudity","Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud",Action,548570
307,Draugen,"Draugen is a single-player, first-person Fjord Noir mystery set in 1920s Norway. Explore a picturesque coastal community in your search for your missing sister, accompanied by your gregarious and enigmatic young ward.",2019-05-29,PC,73,/game/pc/draugen,6.7,draugen,Red Thread Games,"Red Thread Games,Red Thread Games","Adventure,Indie,Story Rich,Atmospheric,First-Person,Female Protagonist,Mystery,Walking Simulator,Exploration,Singleplayer,Great Soundtrack,Psychological Horror,Casual,Horror","Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie",770390
308,Pathfinder: Kingmaker,"Pathfinder: Kingmaker is the first isometric party-based computer RPG set in the Pathfinder fantasy universe. Enjoy a classic RPG experience inspired by games like Baldur's Gate, Fallout 1 and 2 and Arcanum. Explore and conquer the Stolen Lands and make them your kingdom!",2018-09-25,PC,73,/game/pc/pathfinder-kingmaker,7.4,pathfinderkingmaker,Owlcat Games,"Deep Silver,Deep Silver","RPG,Fantasy,CRPG,Singleplayer,Story Rich,Isometric,Character Customization,Choices Matter,Party-Based RPG,Adventure,Sexual Content,Real-Time with Pause,Strategy,Gore,Medieval,Dungeons & Dragons,Female Protagonist,Masterpiece,Nudity,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",RPG,640820
309,Call of Duty: WWII,"Call of Duty returns to its roots with Call of Duty: WWII - a breathtaking experience that redefines World War II for a new gaming generation. Land in Normandy on D-Day and battle across Europe through iconic locations in historys most monumental war. Experience classic Call of Duty combat, the bonds of camaraderie, and the unforgiving nature of war against a global power throwing the world into tyranny.",2017-11-02,PC,73,/game/pc/call-of-duty-wwii,4.3,callofdutywwii,"Sledgehammer Games,Raven Software","Activision,Activision","World War II,FPS,Multiplayer,War,Action,Zombies,Shooter,First-Person,Singleplayer,Co-op,Violent,Gore,Historical,Story Rich,Horror,Psychological Horror,Massively Multiplayer,Female Protagonist,Open World,Heist","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled",Action,476600
310,Call of Duty: Black Ops III,"In Black Ops 3, Treyarch introduces a new momentum-based chained-movement system which enables players to fluidly move through the environment with finesse, using controlled thrust jumps, slides, wall runs and mantling abilities in a myriad of combinations, all while continuously keeping full control over their weapon. Maps are designed from the ground-up for the new movement system, enabling players to be successful with traditional movement, as well as with advanced tactics and maneuvers.",2015-11-05,PC,73,/game/pc/call-of-duty-black-ops-iii,3.6,callofdutyblackopsiii,"Treyarch,Aspyr (Mac)","Activision,Aspyr (Mac),Activision,Aspyr (Mac)","Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Illuminati,Futuristic,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,Open World","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards","Action,Adventure",311210
311,The Surge,"Set in a dystopian future as Earth approaches the end of its long life, those who remain in the overpopulated cities need to work to survive as social programs become saturated by an ageing population and increasing environmental diseases. As the intelligence of technology incrementally increased over the years, many jobs for the human race had been made redundant, forcing Earth's people to flee to the suburbs seeking labor, aided by exoskeletons to improve their efficiency. The world of The Surge offers a grim vision of the future, one in which the evolution of our technology, our society and our relationship with the environment led to a decadent state of the Human condition. The Surge features innovative combat mechanics and an original character progression system based on modular upgrades gained through tight, visceral combat.",2017-05-16,PC,72,/game/pc/the-surge,6.8,thesurge,Deck13,"Focus Home Interactive,Focus Home Interactive","Souls-like,Action,RPG,Sci-fi,Difficult,Third Person,Singleplayer,Mechs,Violent,Hack and Slash,Robots,Open World,Exploration,Cyberpunk,Adventure,Gore,Action RPG,Horror,Futuristic,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",378540
312,Unheard,What if you could hear every word spoken at the scene of a crime? Acoustic Detectives wanted for testing our new device. Return aurally to crime scenes and use the voices you hear to identify potential suspects and solve the mysteries. What is it that’s connecting these seemingly unrelated cases?,2019-03-29,PC,72,/game/pc/unheard,7.9,unheard,NEXT Studios,"NEXT Studios,bilibili,NEXT Studios,bilibili","Detective,Puzzle,Mystery,Indie,Story Rich,RPG,Simulation","Single-player,Steam Cloud","Indie,RPG,Simulation",942970
313,The Golf Club 2019 featuring PGA Tour,"Do you have what it takes to win PGA TOUR’s FedExCup? Compete in the all new officially licensed PGA TOUR Career mode. Play on famous courses like TPC Boston, TPC Sawgrass and more.",2018-08-28,PC,72,/game/pc/the-golf-club-2019-featuring-pga-tour,5.1,thegolfclub2019featuringpgatour,HB Studios Multimedia Ltd.,"2K,2K","Sports,Simulation,Strategy,Indie,Golf","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Full controller support,Stats,Steam Turn Notifications,Includes level editor","Indie,Simulation,Sports,Strategy",695290
314,Super Dragon Ball Heroes: World Mission,It’s a strategic card battle game featuring characters from across the entire DRAGON BALL series. Collect cards & build your deck as you play through an all-new DRAGON BALL story.,2019-04-04,PC,72,/game/pc/super-dragon-ball-heroes-world-mission,6.8,superdragonballheroesworldmission,"Dimps Corporation,SAFARI GAMES Co., Ltd.","BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment","Strategy,Card Game,Anime,Multiplayer,Fighting","Single-player,Online Multi-Player,Full controller support,Steam Cloud",Strategy,798510
315,Vampyr,"Vampyr is set in early 20th century Britain as the country is gripped by the lethal Spanish flu and the streets of London are crippled by disease, violence and fear. In a disorganized and ghostly city, those foolish, desperate, or unlucky enough to walk the streets lay prey to Britain’s most elusive predators: the vampires. Emerging from the chaos, a tormented figure awakens. You are Jonathan E. Reid, a high-ranking military surgeon transformed into a vampire upon his return home from the frontline.  Explore the darkly atmospheric streets of early 20th century London, and interact with a multitude of characters with their own identities and importance. Accept and fulfill the missions they give you, but don’t forget: sooner or later, you will have to feed, and make a difficult choice... who will be your prey? Absolutely all characters in the game are potential victims of your vampiric lust. Carefully study the habits of your next victim, his or her relationships with other characters, and set up your strategy to feed, unnoticed: seduce them, change their daily habits, or make sure they end up alone in a dark street…  Be careful who you choose to hunt, as they will be gone forever, and their death will impact in a meaningful way the world that surrounds you. Feeding on human blood will not just keep you 'alive;' it will also unlock new vampiric powers to use. [Focus Home]",2018-06-04,PC,72,/game/pc/vampyr,7.0,vampyr,DONTNOD Entertainment,"Focus Home Interactive,Focus Home Interactive","Vampire,RPG,Choices Matter,Action,Singleplayer,Story Rich,Open World,Atmospheric,Horror,Third Person,Violent,Dark Fantasy,Gore,Sexual Content,Dark,Adventure,Great Soundtrack,Stealth,Nudity,Psychological Horror","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",427290
316,Albion Online,"Set in a medieval, cross-platform word, Albion Online will allow players to conquer, colonize and defend territories all in a classless character customization system tailored for dynamic full loot PvP battles where every encounter is different.",2017-07-17,PC,72,/game/pc/albion-online,5.3,albiononline,Sandbox Interactive GmbH,"Sandbox Interactive GmbH,Sandbox Interactive GmbH","Massively Multiplayer,MMORPG,Free to Play,Open World,Crafting,Sandbox,RPG,PvP,Multiplayer,PvE,Survival,Medieval,Economy,Loot,Fantasy,Difficult,Strategy,Action,Singleplayer,Indie","Online Multi-Player,MMO,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases","Free to Play,Massively Multiplayer,RPG",761890
317,Screencheat,It is an online and offline split-screen multiplayer first-person shooter in which all are invisible and you must cheat to come out victoriously.,2014-10-21,PC,71,/game/pc/screencheat,6.5,screencheat,Samurai Punk,"Samurai Punk,Samurai Punk","Split Screen,FPS,Local Multiplayer,Multiplayer,Action,Indie,4 Player Local,Controller,Funny,Local Co-Op,First-Person,Shooter,Comedy,Great Soundtrack,Arena Shooter","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",301970
318,ASTRONEER,"Explore and reshape distant worlds. Astroneer is set during the 25th century’s Intergalactic Age of Discovery, where Astroneers explore the frontiers of outer space, risking their lives in harsh environments to unearth rare discoveries and unlock the mysteries of the universe. On this adventure, players can work together to build custom bases above or below ground, create vehicles to explore a vast solar system, and use terrain to create anything they can imagine. A player’s creativity and ingenuity are the key to seeking out and thriving while on exciting planetary adventures.",2019-02-06,PC,71,/game/pc/astroneer,7.2,astroneer,System Era Softworks,"System Era Softworks,System Era Softworks","Open World,Space,Survival,Multiplayer,Exploration,Sandbox,Base Building,Co-op,Building,Adventure,Crafting,Early Access,Sci-fi,Third Person,Atmospheric,Singleplayer,Colorful,Great Soundtrack,Indie,Voxel","Single-player,Online Co-op,Full controller support","Adventure,Indie",361420
319,Dead by Daylight,"Death Is Not an Escape. Dead by Daylight is an upcoming multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught, tortured and killed.",2016-06-14,PC,71,/game/pc/dead-by-daylight,5.7,deadbydaylight,Behaviour Digital Inc.,"Behaviour Digital Inc.,Behaviour Digital Inc.","Horror,Survival Horror,Multiplayer,Co-op,Survival,Stealth,Gore,Online Co-Op,Blood,Third Person,Team-Based,Atmospheric,Action,Violent,Psychological Horror,First-Person,Strategy,Comedy,Mature,Difficult","Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,381210
320,God Eater 3,"Set in a post-apocalyptic world, it’s up to your special team of God Eaters to destroy god-like monsters devastating the world. With an epic story, unique characters, and all new God Arcs and Aragami, the latest evolution in ACTION is here.",2019-02-08,PC,71,/game/pc/god-eater-3,6.4,godeater3,BANDAI NAMCO Studios Inc.,"BANDAI NAMCO Entertainment,BANDAI NAMCO Entertainment","Anime,Action,Character Customization,Co-op,Hunting,Hack and Slash,JRPG,Multiplayer,RPG,Singleplayer,Great Soundtrack,Post-apocalyptic,Online Co-Op,Third Person,Story Rich,Action RPG,Adventure,Female Protagonist","Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Action,899440
321,The Elder Scrolls Online,"Experience this epic adventure on your own or together with your friends, guild mates, and thousands of alliance members. Explore dangerous caves and dungeons, embark upon adventurous quests across Tamriel, and engage in massive player versus player battles, where the victors reap the spoils of war.",2014-04-04,PC,71,/game/pc/the-elder-scrolls-online,5.7,theelderscrollsonline,Zenimax Online Studios,"Bethesda Softworks,Bethesda Softworks","RPG,MMORPG,Open World,Massively Multiplayer,Fantasy,Multiplayer,Adventure,First-Person,Exploration,Story Rich,Third Person,Action,Magic,Co-op,Atmospheric,Great Soundtrack,Action RPG,Masterpiece,Singleplayer,Sandbox","MMO,Steam Trading Cards,Partial Controller Support","Massively Multiplayer,RPG",306130
322,Kingdoms and Castles,Kingdoms and Castles is a game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle.,2017-07-20,PC,71,/game/pc/kingdoms-and-castles,7.3,kingdomsandcastles,"Lion Shield, LLC","Lion Shield, LLC,Lion Shield, LLC","City Builder,Strategy,Medieval,Building,Simulation,Sandbox,Singleplayer,Resource Management,Indie,Base Building,Survival,Management,Casual,Action,RTS,Voxel,Pixel Graphics,Colorful,Great Soundtrack,Economy","Single-player,Steam Achievements","Indie,Simulation,Strategy",569480
323,"Warhammer 40,000: Gladius - Relics of War","Warhammer 40,000: Gladius – Relics of War brings you to a world of terror and violence. Four factions will engage in a brutal war for dominance over the planet’s resources. In the first 4X turn-based strategy game set in Warhammer 40,000 you will lead one of four unique factions.",2018-07-12,PC,71,/game/pc/warhammer-40000-gladius---relics-of-war,7.4,warhammer40000gladiusrelicsofwar,Proxy Studios,"Slitherine Ltd.,Slitherine Ltd.","Strategy,Warhammer 40K,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Hex Grid,Turn-Based Tactics,Multiplayer,Wargame,War,Tactical,Singleplayer,Turn-Based Combat,Co-op,Grand Strategy,Replay Value,Great Soundtrack,Artificial Intelligence,Military","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,489630
324,Keep Talking and Nobody Explodes,"You're trapped alone in a room with a ticking time bomb. Your friends have the manual to defuse it, but they can't see the bomb, so you're going to have to talk it out – fast.",2015-10-08,PC,71,/game/pc/keep-talking-and-nobody-explodes,8.1,keeptalkingandnobodyexplodes,Steel Crate Games,"Steel Crate Games,Steel Crate Games","Co-op,Puzzle,Local Co-Op,VR,Multiplayer,Indie,Difficult,Local Multiplayer,Team-Based,Family Friendly,First-Person,Fast-Paced,Funny,Simulation,Action,Atmospheric,Strategy,Asymmetric VR,Psychological Horror,Great Soundtrack","Local Multi-Player,Co-op,Local Co-op,Steam Achievements,Full controller support,Steam Workshop,Stats,Steam Leaderboards",Indie,341800
325,ARK: Survival Evolved,"Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape.",2017-08-29,PC,70,/game/pc/ark-survival-evolved,6.5,arksurvivalevolved,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Studio Wildcard,Studio Wildcard","Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG",346110
